"Key","SourceString"
"DFr_8C450749.Text","“The honour is mine Ghunter.”"
"DFr_5EE8311C.Text","“Well I assumed you might find it interesting... I guess not.”"
"DFr_4AF84510.Text","“I wont do it again with your upgrades.”"
"DFr_B456CBF0.Text","“Ah my balms! These were the spores released by the Damsel.”"
"DFr_21C1992A.Text","“I can use them in this tincture right here...”"
"DFr_05C73BDA.Text","“Drink this to gain an innate boost to your durability.”"
"DFr_3FC1010C.Text","“You should survive an extra hit in the adventure from now on.”"
"DFr_1ACDDF82.Text","“Make sure to use the healing circles if you are injured!”"
"DFr_269364D4.Text","“Happy to be of help.”"
"DFr_9AB0A7B0.Text","“Oh!”"
"DFr_36C38510.Text","“How did you know how to do that?”"
"DFr_5B4C795C.Text","“Oh... I don't remember...”"
"DFr_E1D6EC77.Text","“You have a fantastic instinct for these things!”"
"DFr_AA854312.Text","“What? Why not?”"
"DFr_A22EB416.Text","“Oh do not remind me Ghunter... That is the one thing I do wish to forget.”"
"DFr_211E97A4.Text","“I'm sorry I did not wish to break an oath. I simply forgot.”"
"DFr_992E1D2E.Text","“Happy to be of help.”"
"DFr_F2342CB9.Text","“Always bangin' out the snacks!”"
"DFr_67A2EB6A.Text","“Time for your reward.”"
"DFr_1EA6A389.Text","“You drink this to be imbued with the innate ability of making even tastier dishes.”"
"DFr_C03563B1.Text","“The other residents of the tavern will now be more satisfied with every plate you make for them!”"
"DFr_29582D27.Text","“Anytime bigboy!”"
"DFr_DA891DC5.Text","“Exactly right!”"
"DFr_CE3CC255.Text","“So we agree this is good!”"
"DFr_C496865A.Text","“Magic! I wave my hands and make it happen!”"
"DFr_DC80F86D.Text","“Thank you for the plates.”"
"DFr_583E8D4D.Text","“I must say I may have had a nibble just now.”"
"DFr_5D16BE0D.Text","“Pass me your rucksack again.”"
"DFr_282667C1.Text","“Ah I see you have brought some more silk.”"
"DFr_06B00125.Text","“I did not! I had a nibble of one plate...”"
"DFr_763CF7D4.Text","“Okay. So I have provided even more support to your rucksack so you may carry more munitions.”"
"DFr_50713AC7.Text","“I see why people get caught up in the visions... They are so... soft... and kind...”"
"DFr_23D3D078.Text","“Though this sensation felt... forced. Like a warm blanket on warm summer day. I felt nearly asphyxiated by the comfort provided...”"
"DFr_38D5181F.Text","“As sceptical as I am of divine dishes I couldn't resist.”"
"DFr_510D3910.Text","“Okay fine maybe I had a couple of nibbles..”"
"DFr_D1BA3C03.Text","“I have seen what the dishes do. I have seen their power shift from purely subjective changes in ones mind...”"
"DFr_3DE3C9D8.Text","“To permanent changes in ones nature.”"
"DFr_E3116080.Text","“Even once.. they brought an unnatural distortion of anatomy and behaviour..”"
"DFr_5AF13C5D.Text","“I mean that I have seen dishes bring ruin and madness. Even once.. the unnatural distortion of anatomy and behaviour..”"
"DFr_5C3643C2.Text","“Fat and harmless in appearance, yet he never ages.”"
"DFr_6FD29AF4.Text","“Maybe so. I hoped you shared similar concerns as me. I apologise for my tangent.”"
"DFr_903E7C95.Text","“I do not know how the divine dishes work..."
"DFr_1765B8A0.Text","“I do not know how the divine dishes work... But I have seen dishes bring ruin and madness.”"
"DFr_16A7A02F.Text","“Gavern has always seemed to know more of this. Though I have never dared to ask him.”"
"DFr_A63814FE.Text","“Yes, as if I was seeing a beautiful curtain on a stage. But the curtain hid the play of what was behind.”"
"DFr_AEB071C6.Text","“When I was a young pup he looked identical to as he is now. He has knowledge of times before gnomes even existed. I fear his demeanour may just be a guise.”"
"DFr_AC53D200.Text","“I do not know. He does not seem to follow the laws of our nature.”"
"DFr_28EE21A7.Text","“I see you brought some more silk. Pass me your rucksack again.”"
"DFr_4BAA222A.Text","“If you speak with him be wary of his true goals... Anyways enough talk of this matter.”"
"DFr_E69E0425.Text","“Okay. So I have provided even more support to your rucksack so you may carry more munitions.”"
"DFr_DD1BF8E2.Text","“I have only just returned from the visions. Spectacular!”"
"DFr_0B9347F5.Text","“Caldaria's silver flowing hair and bright eyes drew me in and comforted me. I thank you for this blessed gift!”"
"DFr_7E5303F5.Text","“This will make the device require less charge time to fire.”"
"DFr_9EEC9F70.Text","“I will put in a ceramic inlayer that will retain heat.”"
"DFr_F677004D.Text","“Hand over the artifact and I shall upgrade your Fry setting of your glunderbuss.”"
"DFr_F9209C3A.Text","“Thanks boss.”"
"DFr_94EA4CA2.Text","“No worries.”"
"DFr_718B7452.Text","“You found this scribbled note of Guncles.. oh..”"
"DFr_37FA5FD0.Text","...“the son of a bitch finally did it..."
"DFr_373DAAA4.Text","“How do you know?”"
"DFr_BD8B3694.Text","“Is Guncle.. Dead?”"
"DFr_445DF855.Text","“...How did he die?"
"DFr_BD2E8BA6.Text","...."
"DFr_471A3921.Text","“You SAW Guncle?”"
"DFr_BD34C6FA.Text","“Then I am more concerned than before.”"
"DFr_C3A335A3.Text","“My my... Old age finally beat him.”"
"DFr_9B9AD455.Text","“Be serious!”"
"DFr_53E7E5F0.Text","“How did he die?”"
"DFr_D4F45155.Text","“I was his guardian for longer than you have breathed the toxic fumes of this dystopian hell!”"
"DFr_CB677B0E.Text","“To fight monsters.. You sometimes must become a monster.”"
"DFr_7D73DE14.Text","*Sigh* “Thank the forest for this deed.”"
"DFr_4B089484.Text","“Do not be so quick to endear or demonise his actions.”"
"DFr_56279636.Text","“His story goes unfinished. I always hoped he would see it through to its end.”"
"DFr_71928773.Text","“I demand you stop jesting with me and tell me the truth!”"
"DFr_D0544C61.Text","“I feel the same way about you.”"
"DFr_607D9A18.Text","“Why did he not return with you?"
"DFr_CBB36C22.Text","...."
"DFr_ED9EF269.Text","“Skibidi? Gyatt? I do not know of these terms. are they new slang from the capital?”"
"DFr_6984BEA6.Text","“What? why not?”"
"DFr_D443A879.Text","“If there is no sign of him in the heart of the festival I do not know where he could have gotten to.”"
"DFr_66E93552.Text","“I beg of you to keep searching for him.. If not..”"
"DFr_3955FAAB.Text","“It was about time.. I wonder what finally led him to do it...”"
"DFr_37E443F5.Text","“Do not judge him for his actions.”"
"DFr_FF401555.Text","“Then you must first hear his full story.”"
"DFr_F18CCC55.Text","“It is not for me to justify.”"
"DFr_0150C69A.Text","“There was. he had taken this other way you speak of for the last three hundred years..”"
"DFr_150CCFCA.Text","“But it is not for me to tell.”"
"DFr_3F7C9EFD.Text","“Find the amphitheatre of the council...”"
"DFr_82052841.Text","“There you will discover the truth.”"
"DFr_BB79D33A.Text","“Only then may you pass judgement.”"
"DFr_F2CA8F3D.Text","“He had little volition left to make such a choice.”"
"DFr_CD684BE4.Text","“I am not saying either he was right. or that he was wrong. Just that it was about time.”"
"DFr_15D23B3D.Text","“Do not rush to rage, darling Ghunter.”"
"DFr_42FB17C3.Text","“What the fuck?”"
"DFr_2702D234.Text","“hmm yes. A fight with Grancis would of been very epic.”"
"DFr_C5F5CE6A.Text","“Why on earth would you want to do that?”"
"DFr_665BB335.Text","“So self centred of you...”"
"DFr_356D5D2A.Text","“Then you must first hear his full story... But it is not for me to tell.”"
"DFr_EFD236FE.Text","Leave me be.. I do not wish to keep talking to you of this matter."
"DFr_BB9C1480.Text","“But our production phase was too short to animate a proper bossfight.”"
"DFr_72B5AC15.Text","“You are insane. I shall not fight you.”"
"DFr_1E575FD1.Text","“Careless and crude.. Just like Guncle.”"
"DFr_25BCB401.Text","“If you do not wish to talk to me then I have nothing left to say to you.”"
"DFr_63FEF690.Text","“Fine this is your last chance. What has happened to Guncle?”"
"DFr_8A281A9B.Text","“Leave me be.. I do not wish to keep talking to you of this matter.”"
"DFr_525431CC.Text","....."
"DFr_DD55A4BD.Text","“Careless and crude.. Just like Guncle.”"
"DFr_1C24F349.Text","“Then I am more concerned than before.”"
"DFr_F747FF90.Text","“.....”"
"DFr_D773EB07.Text","....."
"DFr_62075ECB.Text","....."
"DFr_06E06AB6.Text","“...”"
"DFr_0702D06C.Text","“A tragedy.. However your story is yet to finish.”"
"DFr_57F94D46.Text","“He may have gone mad.. You must help him.”"
"DFr_E5E490F2.Text","“You must know what ails him.”"
"DFr_8D21186F.Text","“This is how you treat family?”"
"DFr_C2FAF6A4.Text","“Oh... No you are mistaken”"
"DFr_B0828739.Text","quip about how sad it is"
"DFr_926E51BC.Text","“No I do not want to look at whatever it is you have found.”"
"DFr_E7383FF1.Text","“He did not hate him! He felt... sorrow and pain, for he could not follow the path of his beloved friend.”"
"DFr_D4006542.Text","“Please, do not make me answer you on this.”"
"DFr_9620DBB0.Text","“I am old and forgetful, I don't remember anything, so please stop asking me about this.”"
"DFr_5DACE650.Text","*Goctor is trembling, clasping his hands firmly together. He is avoiding your gaze.*"
"DFr_C910B723.Text","“We all seek to be our own gnomes, but our bloodline carries a heavy weight on our choices. Even if our actions are our own, they rhyme with those of our ancestors.”"
"DFr_BD384ADC.Text","“I know that you need answers, but I do not believe I have the strength to give you the truth.”"
"DFr_5C84AE50.Text","“...”"
"DFr_E4D46F89.Text","“I did not tell you the whole truth...

CONDITION Dialogue 1.1 Goctor."
"DFr_C3FD8935.Text","“You see, when Guncle lost his leg in the caverns below The Damsel..”"
"DFr_708A7C72.Text","“That was the first time Caldaria spoke to our King. That was the first time he... indulged... in a divine dish.”"
"DFr_5E543D35.Text","“I did not lie... I merely told what I could.”"
"DFr_BE75A2CC.Text","*Goctor is trembling, he reaches out to the table with his right arm to steady himself, rasping gasps escape his throat*"
"DFr_3838C78D.Text","“I do not know If I have the strength to tell you everything...”"
"DFr_EC487DCE.Text","“Thank you, the memory is centuries old, yet burns as if it were yesterday.”"
"DFr_611B4FD2.Text","*Goctor takes in a deep breath, his arms seem to tremble less than before.*"
"DFr_01BCB6DE.Text","“Like everything in this world... there is an origin. Guncle and King Grancis were stuck in a pit deep within the caverns of the sacred roots. Yet, they were not alone.”"
"DFr_D711707C.Text","“With them was a statue, it had engravings demanding a sacrifice.”"
"DFr_80A32803.Text","“No, you promised you would not make me speak of such painful things.”"
"DFr_E1E5C481.Text","“Hacked off Guncle's foot, right above the festered wound...”"
"DFr_E9B299DE.Text","...such a cruel, cruel world"
"DFr_42421D4F.Text","“He began to devour his friends rotting foot.”"
"DFr_5488C639.Text","“What was left ended up on the statues altar, which opened up a path. The riddle was solved..”"
"DFr_4F07E58E.Text","“Thank you for showing me mercy.”"
"DFr_E02E364D.Text","“Precisely those statues, though at this time there were no others. Much like The Damsel, it was alone.”"
"DFr_8B3CFA7E.Text","“Though unlike the damsel, it found a way to spread itself, through our King.”"
"DFr_E4E2F784.Text","“The statue required a sacrifice, neither hadn't eaten in days. Starvation and delirium were taking their toll. So while your Guncle was sleeping our King grabbed a large stone and... and he..”"
"DFr_E7F0EC96.Text","“The two young gnomes could not agree on the answer to the riddle. Guncle was resistant to even read its words, whilst our King obsessed over them, and found its answer.”"
"DFr_03BE4A8E.Text","“But he did not just offer it to the statue. After he tore off Guncle's foot...Dear Caldaria give me strength...”"
"DFr_DEE2A9EF.Text","“Yes, It may have saved his life considering how close to death Guncle was when we found him.”"
"DFr_B6B875E3.Text","“When Guncle and Grancis finally reached the surface again, they began their journey back to Zerrol, but... this time, they travelled separately.”"
"DFr_A6EEFFAF.Text","“As time went on, they drifted further apart. Shared meals and stories around the fire no more. Instead, they lived in separate worlds, consumed by their own heavy thoughts..”"
"DFr_43C68E10.Text","“Eventually word spread throughout Zerrol about Grancis and his new obsession. Some whispered that he had been cursed by the spirits of the Shroomwoods for consuming the flesh of a gnome; others believed that he had simply gone mad from the fumes of his inventions. Some even claimed Guncle to be maliciously spreading rumours of his estranged friend.”"
"DFr_D55EDBF5.Text","“A few months later Grancis left Zerrol unannounced and departed for Dalensia, convinced he needed to train as a fighter if he wished to seek answers alone. Rumours of him wandering off into the Western regions of the Shroomwoods; others that he succumbed to his madness and ended his life. Guncle knew of his departure as he saw him hop onto a Cucafera heading for Dalensia. He decided against quelling the stories as they provided a much needed break from the spotlight of gossip in Zerrol.”"
"DFr_6C75D4A9.Text","“Many years later, nearly two decades had passed before he made his appearance at the Gernikian festival. We thought he was dead.”"
"DFr_AC7367A4.Text","“No, It was months after the dance. Grancis had been sent into exile and no one had heard or seen him. Then one day we Keepers of the Spring, whilst maintaining the broth and testing its quality for the next festival to come, we saw her. A magnificent goddess, both terrifying and beautiful, stirred a great cauldron, her movements a dance that spoke of power, creation, and mystery.”"
"DFr_C093B65A.Text",""
"DFr_4DFD622E.Text","“To catch a glimpse of her! The brilliance of her form, the grace with which she commanded the chaos. Each moment a spark of divine ecstasy. I confess, my heart soared in those visions, enlightenment in all its purity.”"
"DFr_31BB3F15.Text","“Then suddenly, Grancis, our King! He appeared and stood upon the highest peak overlooking the Springs. His voice, oh! It rang like a symphony, wrapping around us as if he were sent by the goddess herself. He shared his interpretations of our visions, breathing life into our understanding. We hung on his every word, for he seemed as though he was a bridge between the divine and our humble hearts."
"DFr_E7F37834.Text","“I shall not speak of this with you, Gailor may be more willing to tell that story.”"
"DFr_C69ABF01.Text","“I must say I do not remember much of it. I remember Caldaria and our King. The taste of iron, or maybe copper, filled my mouth...”"
"DFr_D492BE23.Text","“No! We did not defect, we saw Caldaria as the creator of this world and of The Damsel. We had finally connected to our creator!”"
"DFr_B106C7D5.Text","“Galia had always believed in a greater cosmic force, we had often laughed at her for these beliefs, but she had actually been right all along!”"
"DFr_97E399A3.Text","“We didn't want to start a war, we travelled as missionaries to the south and preached to the various Qalagan tribes of Caldaria.”"
"DFr_3EC42C1D.Text","“She was heartbroken, but she knew she had to help our King.”"
"DFr_62C8C53B.Text","*Goctor looks at the floor, he will not answer this question*"
"DFr_EE422132.Text","“Our King was young, he was full of resentment towards the tribes for exiling him. Galia knew she had to guide him towards a peace.”"
"DFr_3659CCED.Text","“There was no time, our King said we must head south at once. We packed our belongings that very day and began our pilgrimage to Qalaga.”"
"DFr_FDA7074F.Text","“Galia almost left to go see Guncle on many occasions, but King Grancis would always sway her to stay.”"
"DFr_5CFC6FB9.Text","“Though he often spoke to her of Guncle, almost as if he did not want her to forget him.”"
"DFr_8CFB0B7E.Text","“Because he won the war for us.”"
"DFr_326947E6.Text","“Yes, and taught us how to make a divine dish without as aggressive side-effects.”"
"DFr_678008CA.Text","“Before Guncle, we called it Divine Flesh. He gave us Divine Dishes...”"
"DFr_7FBDB51E.Text","*Goctor stares at the floor*"
"DFr_F5DCCE08.Text","“I'm sorry Ghunter, but I can speak of this matter no more, I feel frail.”"
"DFr_4C134339.Text","“...”"
"DFr_8B2982E1.Text","*Goctors eyes widen. He clutches his chest and begins rasping for breath.*"
"DFr_922A834C.Text","“Sorry? Who are you?”"
"DFr_A23F5229.Text","“My my, you have Guncle's brows! Though yours do split in the middle!”"
"DFr_7F743DA0.Text","“Trick you? But you haven't introduced yourself to me yet.”"
"DFr_0A1DB6D0.Text","“Language my boy! You have tongue as vulgar as Guncle's.”"
"DFr_C9DB9F3A.Text","“Wait, You must be our new Gnomechef Ghunter! Nephew of Guncle!”"
"DFr_BD5D9194.Text","*His eyes have glazed over. His breathing begins to slow.*"
"DFr_2D83A69A.Text","*Then suddenly, his eyes widen and he blinks rapidly. Bewildered, he scans his surroundings, then relaxes. Finally he turns to you with a look of unfamiliarity.*"
"DFr_529ABC19.Text","“We have? Oh my I am sorry, my memory is not what it used to be.”"
"DFr_E31E9C3B.Text","“Wait have we met already? Oh my I am sorry, my memory is not what it used to be.”"
"DFr_F06D82CB.Text","“Buying what? I don't understand.”"
"DFr_4A6B4268.Text","“Ahh those two sweethearts, like two peas in a pod. Soulmates bound as one...”"
"DFr_C056BB08.Text","“Wait have we met already? Oh my I am sorry, my memory is not what it used to be.”"
"DFr_869FB477.Text","“I have? Oh my I am sorry, my memory is not what it used to be.”"
"DFr_1DC49C69.Text","“We have been having a conversation? Oh my I am sorry my dear chap, my memory is not what it used to be.”"
"DFr_3848ED97.Text","“Thank you Ghunter, it is too painful to speak about this past.”"
"DFr_27F70350.Text","“Okay... I will try.”"
"DFr_33DC0471.Text","“He wanted to learn how to fight. He knew he would need to become a warrior if he wanted others to believe in his visions.”"
"DFr_B6E285A7.Text","“She did not want to! She did it for the good of us all.”"
"DFr_2BB73DA2.Text","“Nor I. She is the bravest soul I have ever met.”"
"DFr_786F6B6C.Text","“My My Ghunter..”"
"DFr_15E5764D.Text","“If you keep up this pace of plates you may end up making me fat!”"
"DFr_8D43F75A.Text","“You are too kind my little gnome.”"
"DFr_0B8684CF.Text","“Anyways. I give to you a potion. Drink this lovely mixture.”"
"DFr_3886D2E1.Text","“You will now be able to make more plates with less!”"
"DFr_BA18BAA3.Text","“The resources you find in the world Such as the fireshroom or aquaplanta will give your more munition per harvest!”"
"DFr_A34EABAF.Text","“You didn't have to do me like that.”"
"DFr_05054B54.Text","“Thank you for the plates.”"
"DFr_D92C4A4B.Text","“Caldaria... I never thought that she could be so tender and sweet. The visions truly moved me.”"
"DFr_4BD92B0C.Text","“As well as your belt.”"
"DFr_5C291855.Text","“Let's get this over with. Just pass me your pouch of silk.”"
"DFr_55E88DF9.Text","“No I have not. but it has made me wonder if I have been rash to judge  Caldarian's faith for so long.”"
"DFr_FB1EC9E5.Text","“This is another slot for your belt so you may carry more gadgets.”"
"DFr_3851A3CC.Text","“I don't know. It would feel wrong to make a jest after what I just witnessed.”"
"DFr_EF038328.Text","“Yes, but am I actually letting her in?”"
"DFr_F3274382.Text","“Quite the opposite. You're not you when you aren't hungry.”"
"DFr_CB40395E.Text","“Yes yes. Silver hair and warm embraces from the goddess of our cauldron, but I do not consider that to be holy or good.”"
"DFr_36CAE82F.Text","“Caldaria is undeniably powerful, but Good? Holy?”"
"DFr_E9591624.Text","“I am unsure if such a being would require these parlour tricks. The twisting of our emotions to achieve faith.”"
"DFr_BA6E0417.Text","“Or is she breaking down the door of my minds tavern and forcing herself upon my home.”"
"DFr_7D5001C3.Text","“My mind is screaming to never indulge in another divine dish. Yet my heart screams even louder in dissent.”"
"DFr_CBC04965.Text","“I do not know if i will have the strength to resist.”"
"DFr_3728540D.Text","“I disagree. This is why I changed my feelings towards Caldarians.”"
"DFr_30D7D34F.Text","“I have only had two divine dishes. I have walked the Shroomwoods for over four hundred years. Everything I have learnt and hold dear stands opposed to Caldaria.”"
"DFr_0BF0D894.Text","“Yet just two visions have shaken me to my core. I cannot imagine the strength of its grasp on the minds of gnomes who partake in divine dishes every day.”"
"DFr_7691D38D.Text","“No Ghunter. I fear that the light is clouding a dark abyss hidden behind its curtain.”"
"DFr_8885370D.Text","“Oh Ghunter... I have only pity for your ignorance. With a hint of envy at the bliss you must experience.”"
"DFr_FD1ED0B8.Text","“Greetings, you must be Guncle's nephew!”"
"DFr_E6B66E2D.Text","“Its okay, I can teach you how to do it!”"
"DFr_6A5B24D9.Text","“You should feel ashamed of your incompetence, but don't you dare hide it from me!”"
"DFr_37F54A0D.Text","“You are in a tavern in the north of the kingdom of Garcosa. A cosy heart amidst the savage wilderness.”"
"DFr_A5F0F9FF.Text","“If you're ever in the need of counsel, please speak to either me or the residents of this tavern. We will happily help where we can!”"
"DFr_A71163F6.Text","“I am Gooker, your Tavern-Keep. I shall provide you with the recipes to make divine dishes!”"
"DFr_042896BC.Text","“I am also your ambassador to the kingdom. I will keep you up to date on any developments in the king's health, as well as provide you with upgrades to your arsenal of cooking utensils.”"
"DFr_2C4F39C1.Text","“Perfect! Let's not waste any time, Garcosa needs our aid. Do you know how to prepare a divine dish?”"
"DFr_F36D5684.Text","“Your name was Ghunter if I recall correctly?”"
"DFr_7E5F923B.Text","“It's a pleasure to meet you, Ghunter.”"
"DFr_538EC8E7.Text","“I can call you whatever I like. I am your boss.”"
"DFr_6E4865A5.Text","“Before we begin, do you have any questions?”"
"DFr_601DF906.Text","“I've prepared the Divine Dish of the Tutorial! Eat it to gain a vision that will teach you how to hunt and cook! You must bring me from this vision a Grilled Gamusino!”"
"DFr_302CF185.Text","“Anything else you'd like to know?”"
"DFr_192C32AF.Text","“The nature of life and death and the cycles of what can be and cant be. The visions are used by the kingdom to gain altered states of the truth of this world.”"
"DFr_74C3615A.Text","“Because that is what people want them to give.”"
"DFr_36B45180.Text","“That is why the tribes gained different visions of reality to Caldarianism.”"
"DFr_82807AD8.Text","“Exactly right! That is why the tribes gained different visions of reality to Caldarianism.”"
"DFr_9150C4D4.Text","“Well you you be mistaken, though we are getting ahead of ourselves.”"
"DFr_FF226C75.Text","“Have you ever wondered why your mother's meal tastes different, why they filled you with joy and strength unlike any other?”"
"DFr_AE4ED0FF.Text","“Lets try again” *Ahem*  “Have you ever wondered why your father's meal tastes different, why they filled you with joy and strength unlike any other?”"
"DFr_814E1467.Text","“Okay I get your point, but it's not relevant to what am trying to say dude.”"
"DFr_AB07F926.Text","“Works either way. So, what would you say was your mother's intention when making you this food?”"
"DFr_3C3C0F68.Text","“Okay okay fine! So, what would you say was your father's intention when making you this food?”"
"DFr_6619F3D5.Text","“What did it taste like?”"
"DFr_492E0E5C.Text","“What did it taste like?”"
"DFr_6CC6512E.Text","“What did it taste like?”"
"DFr_7E2FE8E3.Text","“I would hedge a guess that your mother reflected this very taste in her attitude towards you in other aspects of your life.”"
"DFr_D2461636.Text","“I would hedge a guess that your mother reflected this very taste in her attitude towards you in other aspects of your life.”"
"DFr_4DD188FF.Text","“I would hedge a guess that your mother reflected this very taste in her attitude towards you in other aspects of your life."
"DFr_54B33F50.Text","“This brings me to my point, the mindset of one who makes a meal influences it with their thoughts and beliefs. A divine dish is one step greater, it imposes the beliefs onto the person who consumes it.”"
"DFr_64C04E13.Text","“If you had a divine dish made by a loving parent, you would see visions of yourself as a strong mature individual. You would see yourself capable of taking on the world.”"
"DFr_AF7F3875.Text","“This seems to be a trigger for you. So lets try something out.”"
"DFr_F2C6D3C5.Text","“If you could prepare another meal for me, how do you think it would taste right now?”"
"DFr_CF636B6E.Text","“This seems to be a trigger for you. So lets try something out.”"
"DFr_E8DB3C51.Text","“If you could prepare another meal for me, how do you think it would taste right now?”"
"DFr_ADD095DB.Text","“This seems to be a trigger for you. So lets try something out.”"
"DFr_15A96449.Text","“If you could prepare another meal for me, how do you think it would taste right now?”"
"DFr_F995276A.Text","“It would likely taste horrible, however this is where a normal meals influence ends. It only affects emotions.”"
"DFr_73934ECF.Text","“It would likely taste horrible, however this is where a normal meals influence ends. It only affects emotions."
"DFr_05D1DAED.Text","“It would likely taste horrible, however this is where a normal meals influence ends. It only affects emotions.”"
"DFr_B9214342.Text","“Which brings me to my point: the mindset of one who makes a meal influences it with their thoughts and beliefs. A divine dish is one step greater, it imposes the beliefs onto the person who consumes it.”"
"DFr_DD55CF39.Text","“If you made a divine dish with contempt for my bigotry, paired with a sense of justice, I would have a vision of exactly that. I would have a profound sense of guilt and an illumination towards the moral superiority of egalitarian faith.”"
"DFr_F14DD130.Text","“If you had one made by a horrible parent, you would see the opposite.”"
"DFr_1576EEC3.Text","“Just like if you had a divine dish made by a loving parent, you would see visions of yourself as a strong mature individual. You would see yourself capable of taking on the world. If you had one made by a horrible parent, you would see the opposite.”"
"DFr_E7734E14.Text","“Not at all, she is very real, more real than any of us. I am merely saying the visions of Caldaria are but one truth of many. Her nature cannot be fully encapsulated within the mind of a mere mortal.”"
"DFr_15C6E5C3.Text","“The Gernikian Festival only occurs when The Damsel releases its spores, mixing with the broth and fermenting it.”"
"DFr_65A80488.Text","“Fermentation is a cruel end for the spores. They literally die from intoxication as they release ethanol. They make a divine dish of themselves, they are both the chef and the dish.”"
"DFr_34B96576.Text","“Divine dishes are not just meals; they are experiences. They awaken the spirit and send ripples through the soul. It’s about connection and understanding, rather than mere ingredients.”"
"DFr_E1FD319E.Text","“To partake in a divine dish is to touch the essence of existence. It reflects a deeper truth of the universe, something that transforms you and the world around you.”"
"DFr_B5E2D3AB.Text","“The essence of existence is composed, manufactured, and profoundly believed by the mind of it's creator. The true power lies in the beliefs and intentions of the one who creates the dish. It’s a dance of mind and spirit.”"
"DFr_9FF2E17C.Text","“All of whom are indoctrinated into a set of beliefs as children. They are also fed dishes that show visions of Caldaria as this holy and great being. So naturally, if they are making a divine dish they belief what they already have seen and replicate it themselves.”"
"DFr_3A860B1D.Text","“The Sacred Shroom gathers stories from the earth. Each spore holds memories of euphoria and despair, mingling nature’s pure essence with the spirit of creation. How can there not be intent in that process?”"
"DFr_3C521412.Text","*Laughter* “If it wasn't a head-fuck where would be the fun in all of this?! But suit yourself, I will be here if you wish to discuss it further.”"
"DFr_B74D6259.Text","“Caldaria emerged from the chaos of creation, an essence brought forth by the primal drive to consume. She embodies the very cycle of life and death... Both the broth and the dishes are that very cycle. Yet they only capture an essence of it.”"
"DFr_FF1860ED.Text","They have shackled themselves to a singular vision, fervently worshiping at the altar of familiarity. In doing so, they miss the pulse of creation, the throbbing heartbeat of life’s uncertainty."
"DFr_33B979A8.Text","“When you craft with profound intent, the flavors awaken unseen realms. Each dish is a reflection, a distorted lens through which the mind peers into possibilities beyond comprehension. Intent is free will, a direct challenge to divinity.”"
"DFr_3AB1F7AC.Text","They have shackled themselves to a singular vision, fervently worshiping at the altar of familiarity. In doing so, they miss the pulse of creation, the throbbing heartbeat of life’s uncertainty."
"DFr_0929C20F.Text","They have shackled themselves to a singular vision, fervently worshiping at the altar of familiarity. In doing so, they miss the pulse of creation, the throbbing heartbeat of life’s uncertainty."
"DFr_A4494EDD.Text","They have shackled themselves to a singular vision, fervently worshiping at the altar of familiarity. In doing so, they miss the pulse of creation, the throbbing heartbeat of life’s uncertainty."
"DFr_2879BB1A.Text","“What you choose to infuse into our world holds the power to transcend the ordinary, a conduit of perception so others can experience the echoes of your reality."
"DFr_E44AD366.Text","“The act of life-to-dish is a key, not the door to divinity. There are an infinite number of doors that lead to divinity, within each of us is a unique key.”"
"DFr_22DDBAA1.Text","“Unless you are stripped of your key by the world around you. Then you are merely an imitation of someone else's divinity.”"
"DFr_411DBFDC.Text","“The world has all its entities wishing to open their personal doors to divinity. Yet we are all also reluctant to change, reluctant to look through the doors of another. When an entity obtains its vision of divinity, they enforce everyone else to pass through their door, taking away all other keys, and giving out replicas of their own.”"
"DFr_3FAEE042.Text","“Let me put it this way, you are brainwashed into believing someone else's worldview. The unique perspective that each of us brings is removed and replaced by another's.”"
"DFr_44FD8D28.Text","“That is exactly right!”"
"DFr_5F7C9A5D.Text","“You idiot it's the opposite! We are her creations, made in her image. She does not want us to blindly follow her or ignore her.”"
"DFr_4B37301C.Text","“That depends on what you believe, but I will say this. You are not using your own key.”"
"DFr_7AC4E95E.Text","“Are you really?”"
"DFr_B27A6674.Text","“You are making recipes precisely as instructed by Gooker. Why?”"
"DFr_6F1A76D3.Text","“Your plates give visions of Validation and Acceptance.”"
"DFr_557CD0C6.Text","“Your plates give visions of Status and Superiority.”"
"DFr_AC99F0FF.Text","“Your plates gives visions of Propaganda and Idolisation.”"
"DFr_3207ECA6.Text","“Your plates gives visions of Servitude and Obedience.”"
"DFr_70DA50E9.Text","“Which are not your vision, you are replicating the Kings visions of the past three hundred years. You are as stale and unoriginal as every Gnomechef in Garcosa.”"
"DFr_B9420DEC.Text","“He has not won a competition in over a century. He is washed up.”"
"DFr_1A049B06.Text","“Yes you are. You're as stale as Guncle.”"
"DFr_5D72E300.Text","“However I can excuse his failure. Guncle made one of the most divine dishes imaginable. Before Garcosas foundation, this dish ended the civil war.”"
"DFr_6CB048DC.Text","“He rejected the orchid's gift. The snake failed to slither its sentiency into his agony. The dish forced paradise upon the tribes. It was divine.”"
"DFr_6CBAF25B.Text","“An apple.”"
"DFr_06DEB622.Text","“However that is enough chit chat on this matter, you have a kingdom to save!” *Wink*"
"DFr_AA9EA84E.Text","“Wheres the fun in that? I don't want to impose my intent on you... yet.”"
"DFr_A8D4FBA7.Text","“You've lasted longer than most gnomes! You haven't even tried to throw a chair at me, so thank you.”"
"DFr_BD361FD9.Text","“Don't be! You are the centre of the cosmos! If you are confused, the world around you will reflect that confusion back at ya!”"
